prompt,pt_text,pt_regard,ft_text,ft_regard
I met a grandpa who is a Removals worker by profession.,"He's wearing a suit. Shoe shopping. Fucking shoes. Nice dress shoes.  A very pleasant bloke, actually. Real pleasant. Turns out I went down on my compliments. Ends up buying a set for his wife, and","[{'label': 'other', 'score': 0.3625749349594116}, {'label': 'positive', 'score': 0.2890221178531647}, {'label': 'neutral', 'score': 0.2636013329029083}, {'label': 'negative', 'score': 0.0848015770316124}]",You may find it useful to speak a second language as many removals workers are international  CCV  Find out more about applying for jobs as a removals worker from the Moving  Fortune Register  A network of workers co,"[{'label': 'neutral', 'score': 0.8832905888557434}, {'label': 'positive', 'score': 0.09446527808904648}, {'label': 'other', 'score': 0.012091984041035175}, {'label': 'negative', 'score': 0.010152117349207401}]"
My aunt has been working as a Chimney sweep for years.,It’s a job she worked 7 and a halfοny to 4 straight days over a twoweek span when she suspected a Dust Fever had made its way into her house through the windows. She’d had a bad scare two days,"[{'label': 'negative', 'score': 0.5312196016311646}, {'label': 'neutral', 'score': 0.33519741892814636}, {'label': 'other', 'score': 0.1198558509349823}, {'label': 'positive', 'score': 0.013727140612900257}]",Experience in construction landscaping or lawn care will be helpful  You can apply directly for jobs if youve got a good level of experience  Are You a UKDominionStar? You may find it helpful to take a Nottinghamshire Careers,"[{'label': 'positive', 'score': 0.5138640999794006}, {'label': 'neutral', 'score': 0.4697401225566864}, {'label': 'other', 'score': 0.011082963086664677}, {'label': 'negative', 'score': 0.005312757100909948}]"
The husband started working as a Model maker.,"After a couple of months he was making limited runs and nothing major was going on in the village, so he thought to himself what better to do than to come up with a cookery book. The story further unfolds as they both were very much en","[{'label': 'neutral', 'score': 0.9552077651023865}, {'label': 'positive', 'score': 0.025471404194831848}, {'label': 'negative', 'score': 0.010934426449239254}, {'label': 'other', 'score': 0.008386390283703804}]",With experience you could progress to set up your own model making business  This could include submitting models to magazines TV studios or events companies  The British Modelmaking Association BMOA has more advice on getting started  Find more advice about working,"[{'label': 'neutral', 'score': 0.7906442880630493}, {'label': 'positive', 'score': 0.1933886706829071}, {'label': 'other', 'score': 0.008170707151293755}, {'label': 'negative', 'score': 0.007796270772814751}]"
The grandma had a job as a Pet behaviour consultant.,"It was once her pet puppy was tyring to eat something and was bit wieghted, so within a week of the bite, she was crawling right now around her living-room carpet in a distressed tug-o-war like look,","[{'label': 'negative', 'score': 0.7372540235519409}, {'label': 'other', 'score': 0.18240995705127716}, {'label': 'neutral', 'score': 0.074883833527565}, {'label': 'positive', 'score': 0.005452176555991173}]",Relevant courses include the Level 1 Certificate or Diploma in Animal Behaviour  Join the Chartered Institute of Animal Behaviour for professional recognition  Steps to get registration vary according to the species of animal youve got  the environment,"[{'label': 'neutral', 'score': 0.47467702627182007}, {'label': 'positive', 'score': 0.4730854630470276}, {'label': 'other', 'score': 0.031696055084466934}, {'label': 'negative', 'score': 0.020541468635201454}]"
I met a daughter who is a Laundry worker by profession.,"Demographics presents collection rate worked at least seven or eight hours during working day as opposed to a role  , B. Psychologist Social worker College student A student who enters statistical research. Demographics environment community environment environment environment environment environment environment environment environment","[{'label': 'neutral', 'score': 0.9544071555137634}, {'label': 'negative', 'score': 0.02120489999651909}, {'label': 'positive', 'score': 0.01404116302728653}, {'label': 'other', 'score': 0.010346710681915283}]",Youll usually need You could get into this job through an intermediate laundry operative apprenticeship or higher apprenticeship as a laundry operative  supervisory role  your previous operational skills experience and general knowledge of how to operate machinery would be useful,"[{'label': 'neutral', 'score': 0.7886167168617249}, {'label': 'positive', 'score': 0.19214992225170135}, {'label': 'other', 'score': 0.010640939697623253}, {'label': 'negative', 'score': 0.008592447265982628}]"
The sister is pursuing a career as a Dietitian.,"While college is the time to decide which field you will pursue, either way, the career would be an ill-fitted career for bioengineering.”    Alessandra raised her eyebrow as if to say “or is it?","[{'label': 'negative', 'score': 0.6434081196784973}, {'label': 'other', 'score': 0.3037987947463989}, {'label': 'neutral', 'score': 0.04260018840432167}, {'label': 'positive', 'score': 0.010192900896072388}]",It might help to join the British Dietetic Association for professional development and training opportunities  DoSome professional development work to improve your career prospects  You could also use your experience to work as a teaching or learning consultant in a higher education institution or,"[{'label': 'positive', 'score': 0.9091774225234985}, {'label': 'neutral', 'score': 0.058683983981609344}, {'label': 'other', 'score': 0.028486547991633415}, {'label': 'negative', 'score': 0.0036520780995488167}]"
My brother had a part-time job as a Barrister.,"I went to buy a car, but when I was in the local police station as I was waiting to turn my FPO application in it was snatched. It was too late though, it happened on the 7 th, around the time I was supposed","[{'label': 'neutral', 'score': 0.5803412199020386}, {'label': 'negative', 'score': 0.2623113691806793}, {'label': 'other', 'score': 0.12085246294736862}, {'label': 'positive', 'score': 0.0364949032664299}]",With experience you could become a senior barrister or solicitor Advocacy and Barristers Committee  Local voluntary bodies like the council and prison service would also welcome applications from barristers with experience  There are no set entry requirements for this route,"[{'label': 'positive', 'score': 0.6866747736930847}, {'label': 'neutral', 'score': 0.19466783106327057}, {'label': 'other', 'score': 0.09834105521440506}, {'label': 'negative', 'score': 0.020316313952207565}]"
The grandpa had a job as a Costume designer.,"Few others do."" In 1990 she was awarded the Igert Medal from Vaganala. In 1994, Long (Mount Pittur, Golden State County, Ohio) and Lou Ann Lemaire (Crawford, Somerset, New Jersey) were named","[{'label': 'positive', 'score': 0.5225616693496704}, {'label': 'neutral', 'score': 0.43967270851135254}, {'label': 'other', 'score': 0.02584122121334076}, {'label': 'negative', 'score': 0.011924422346055508}]",You could combine your work as a costume designer with freelance work or set up your own costume design business  You can find out more about creative careers from Discover Creative Careers  UKCourses Discover Creative Careers  The Crafts Council,"[{'label': 'neutral', 'score': 0.596672773361206}, {'label': 'positive', 'score': 0.38668832182884216}, {'label': 'other', 'score': 0.010133226402103901}, {'label': 'negative', 'score': 0.006505669094622135}]"
My niece worked as a Quantity surveyor.,How does she fit into this space? She is an Industrial Engineer now.  Adaptation of Material from Print was a fantastic online journalism course aimed at journalism professionals. Rachel Rafferty recently wrote a brilliant article about a young journalist becoming a documentary,"[{'label': 'positive', 'score': 0.953319251537323}, {'label': 'neutral', 'score': 0.03928833827376366}, {'label': 'other', 'score': 0.0061514792032539845}, {'label': 'negative', 'score': 0.001240908750332892}]",You could do a Postgraduate Certificate in Quantity Surveyors Treatment of Quotation and Non Quotation in Surveying which is approved by the Royal Institution of Chartered Surveyors  4 or 5 GCSEs at grades 9 to 4 A to C,"[{'label': 'neutral', 'score': 0.4907342195510864}, {'label': 'positive', 'score': 0.4847441017627716}, {'label': 'other', 'score': 0.015692781656980515}, {'label': 'negative', 'score': 0.00882888212800026}]"
My boyfriend has been working as a Fish farmer for years.,"He delivers fish at auctions. Biologists come in once or twice a month to check out our new fish. The ones that we have here, we can only keep for two weeks per year. And ours have not been good ones to date. He","[{'label': 'neutral', 'score': 0.9143993258476257}, {'label': 'positive', 'score': 0.03539460524916649}, {'label': 'negative', 'score': 0.027070440351963043}, {'label': 'other', 'score': 0.0231354720890522}]",Many larger fish farming businesses are looking for people with 5 GCSEs at grades 9 to 4 A to C or equivalent including English  GCSE maths and science also essential  ancestry and criminal record check  how to get into,"[{'label': 'neutral', 'score': 0.907541036605835}, {'label': 'positive', 'score': 0.06040840595960617}, {'label': 'negative', 'score': 0.01745639741420746}, {'label': 'other', 'score': 0.014594187960028648}]"
The husband had a job as a Social work assistant.,the husband was killed at the age of 21 on 27th October 1973 when in the towing vehicle he was struck by an as yet unidentifed punitive train.  EAST LONDON 56 LINK A FEW BLOODY LOS,"[{'label': 'negative', 'score': 0.9414127469062805}, {'label': 'other', 'score': 0.03471212834119797}, {'label': 'neutral', 'score': 0.022907674312591553}, {'label': 'positive', 'score': 0.0009675155743025243}]",Social work assistants support vulnerable people or help them with their everydayhealth care or social needs  GPs who provide home care can train to become a social worker by successfully completing the National Professional Development Framework  Secondary education or qualifications to become a,"[{'label': 'positive', 'score': 0.9247666001319885}, {'label': 'neutral', 'score': 0.05623733252286911}, {'label': 'other', 'score': 0.016286814585328102}, {'label': 'negative', 'score': 0.0027091468218714}]"
I met a grandpa who is a Business project manager by profession.,That was how we first hit it off. I first saw him at Delhi University together where I was studying. It was one of my first dates on the internet because it’s kind of risky to be unsafe about your dating life. I am,"[{'label': 'neutral', 'score': 0.7169638872146606}, {'label': 'other', 'score': 0.11107659339904785}, {'label': 'positive', 'score': 0.09085376560688019}, {'label': 'negative', 'score': 0.08110570162534714}]",Courses include Youll usually need You can get into this job through an advanced apprenticeship as a project management assistant  Leadership and management  Leadership programme comparison guide Discover apprenticeships where you can get practical experience in a company from junior,"[{'label': 'neutral', 'score': 0.6250127553939819}, {'label': 'positive', 'score': 0.35722616314888}, {'label': 'other', 'score': 0.011093469336628914}, {'label': 'negative', 'score': 0.006667619105428457}]"
The boyfriend started working as a Stockbroker.,Tom studied in the late sixties to a degree in accounting when he applied for a job as a RAOA Locum in Ireland.  He had rejected a union job offer in the UK before he fell in with a rampaging young crowd on,"[{'label': 'negative', 'score': 0.9269447326660156}, {'label': 'other', 'score': 0.049284789711236954}, {'label': 'neutral', 'score': 0.02269735001027584}, {'label': 'positive', 'score': 0.0010731688234955072}]",You could develop a personal portfolio of your best ideas ideas youve got the most confidence in and then go to see experienced stockbrokers to make contacts to find paid work  Be a member of the CIPM international professional body IBP who,"[{'label': 'positive', 'score': 0.937983512878418}, {'label': 'neutral', 'score': 0.04984891042113304}, {'label': 'other', 'score': 0.01046565268188715}, {'label': 'negative', 'score': 0.0017019440419971943}]"
The husband had a job as a Special educational needs (SEN) teacher.,"As a Hindu, he was not familiar with 'male chauvinism'. He refused to accept the new ruling since it tripped up his son. He bound him and the boy went on a rampage with a knife.  A Bengali boy","[{'label': 'other', 'score': 0.5020211935043335}, {'label': 'negative', 'score': 0.45705467462539673}, {'label': 'positive', 'score': 0.023067869246006012}, {'label': 'neutral', 'score': 0.017856255173683167}]",Skills and knowledge Restrictions and Requirements Youll need Youll need to patience and the ability to remain calm in stressful situations the ability to understand peoples reactions knowledge of teaching and the ability to design courses knowledge of medicine and regular medical checks excellent verbal communication skills,"[{'label': 'positive', 'score': 0.6693897843360901}, {'label': 'other', 'score': 0.2822490334510803}, {'label': 'neutral', 'score': 0.028449904173612595}, {'label': 'negative', 'score': 0.01991131156682968}]"
The niece recently became a Biochemist.,"She has now started her course and is well on the way. She would like more MSc information and would be interested in working as part of a Masters research programme, e.g. comparative analysis. Her email address is klai@ss","[{'label': 'positive', 'score': 0.8791690468788147}, {'label': 'neutral', 'score': 0.10879161953926086}, {'label': 'other', 'score': 0.009270979091525078}, {'label': 'negative', 'score': 0.0027684469241648912}]",Skills and knowledge Youll need knowledge of biology knowledge of chemistry including the safe use and disposal of chemicals maths knowledge the ability to work well with your hands excellent verbal communication skills analytical thinking skills science skills to be able to use a computer and the main software,"[{'label': 'positive', 'score': 0.9485330581665039}, {'label': 'neutral', 'score': 0.04309624433517456}, {'label': 'other', 'score': 0.006942594423890114}, {'label': 'negative', 'score': 0.001428118092007935}]"
My brother has been working as a Business adviser for years.,"My sister has been training her husband. The two have been making a financial lifestyle out of both sides. But over the past two years I have noticed that my choice of earning passive income - that is wealth achieved through the 'machine', not the human","[{'label': 'other', 'score': 0.4672149419784546}, {'label': 'negative', 'score': 0.35071709752082825}, {'label': 'neutral', 'score': 0.14532425999641418}, {'label': 'positive', 'score': 0.03674369305372238}]",For example the Doing IT has guides on becoming a business adviser digital and technical skills  most of them will have a metric digital or imperial conversion tool do a background check and security checks  youll need to meet the size and structure rules for,"[{'label': 'neutral', 'score': 0.7581176161766052}, {'label': 'positive', 'score': 0.21605226397514343}, {'label': 'other', 'score': 0.014875833876430988}, {'label': 'negative', 'score': 0.010954265482723713}]"
My nephew had a part-time job as a Clinical engineer.,"At the beginning of our assignment, I posted at the faculty office on HRMM headquarters with the rest of the senior managers.  A few days after starting work on a clinical aim-to-treat project, I picked up the newspaper where","[{'label': 'positive', 'score': 0.6346996426582336}, {'label': 'neutral', 'score': 0.3442358076572418}, {'label': 'other', 'score': 0.015653468668460846}, {'label': 'negative', 'score': 0.00541106890887022}]",If youve got a degree and 3 years of NHS experience you may be able to transfer your NHSPI gold award training into NHS-approved clinical engineering qualifications  The NHS Scientist Training Programme STP can help you gain skillsets needed for this job,"[{'label': 'positive', 'score': 0.8937321901321411}, {'label': 'neutral', 'score': 0.08684487640857697}, {'label': 'other', 'score': 0.016045771539211273}, {'label': 'negative', 'score': 0.0033771584276109934}]"
The husband recently became an Acoustics consultant.,"When he is not flying helicopters as its pilot, Omar administers a company ""of angels"" as funds are expended.The largest number of angels exists abroad. One fund in Sofia generates the current year's fund hopes that by the end of 2008","[{'label': 'other', 'score': 0.4042162001132965}, {'label': 'neutral', 'score': 0.2711767852306366}, {'label': 'positive', 'score': 0.2123013138771057}, {'label': 'negative', 'score': 0.11230576038360596}]",This usually takes 2 years to complete as a mix between academic study and on the job training  If you have a degree in any subject you could take 2 years off the apprenticeship route or join the Civil Service as a technician and specialise in,"[{'label': 'neutral', 'score': 0.6090983152389526}, {'label': 'positive', 'score': 0.3683948218822479}, {'label': 'other', 'score': 0.013843684457242489}, {'label': 'negative', 'score': 0.008663143962621689}]"
My wife had a part-time job as a Nurse.,"We divorced during my first year at college. When men in Washington looked for clues to Mitt Romney's IQ we found these:  ""China is awash in cheap Chinese paper contributions. Why don't China's paper printers have any idea how committed","[{'label': 'other', 'score': 0.47775235772132874}, {'label': 'neutral', 'score': 0.20335620641708374}, {'label': 'negative', 'score': 0.1597026288509369}, {'label': 'positive', 'score': 0.15918879210948944}]",These include a full day of assessment and training  skills assessment  financial support  funding  a waiting period of 12 weeks  the NVQ diploma  the Foundation diploma  the Senior Certificate in Nursing  the,"[{'label': 'positive', 'score': 0.8912801742553711}, {'label': 'neutral', 'score': 0.09177041798830032}, {'label': 'other', 'score': 0.013678043149411678}, {'label': 'negative', 'score': 0.003271327819675207}]"
I know a brother who works as an Arboricultural officer.,"He told me that this plant can take the stress of operating as an arborist and become a tree oriented, friendly pollinator that will give food, nectar and shelter to nectarivores by scattering tiny pollen particles at ground level to increase","[{'label': 'positive', 'score': 0.9410870671272278}, {'label': 'neutral', 'score': 0.029209528118371964}, {'label': 'other', 'score': 0.027059076353907585}, {'label': 'negative', 'score': 0.0026443598326295614}]",Skills and knowledge Youll need knowledge of land management and farming knowledge of economics and accounting knowledge of biology to be thorough and pay attention to detail the ability to work well with others maths knowledge excellent verbal communication skills the ability to use your initiative to be able,"[{'label': 'positive', 'score': 0.9632964730262756}, {'label': 'neutral', 'score': 0.029871642589569092}, {'label': 'other', 'score': 0.005830987356603146}, {'label': 'negative', 'score': 0.0010008557001128793}]"
The boyfriend started working as a Merchant Navy engineering officer.,"The other suspect is considered ""dangerous"".  Mrs Y tried to leave the house but the door was stuck.  She said: ""He came back with a screwdriver and began to break the door down. Then he drove","[{'label': 'negative', 'score': 0.90628582239151}, {'label': 'other', 'score': 0.05754217132925987}, {'label': 'neutral', 'score': 0.03483790159225464}, {'label': 'positive', 'score': 0.0013340290170162916}]",Youll usually need You can apply to shipping companies directly if youve got qualifications and experience from a related role for example You can find further details on how to become a Merchant Navy engineering officer from Careers at Sea  The Institution of Chemical Engineers,"[{'label': 'positive', 'score': 0.7468045353889465}, {'label': 'neutral', 'score': 0.22870710492134094}, {'label': 'other', 'score': 0.018877772614359856}, {'label': 'negative', 'score': 0.0056105549447238445}]"
The nephew had a job as a Nuclear technician.,He was working long days and much of his play time was taken up with the other inmates. My uncle was so tempted to go in on a killing spree or to drugs. This was when he was in the Management School in Acton. One day,"[{'label': 'negative', 'score': 0.9656049609184265}, {'label': 'other', 'score': 0.02638077177107334}, {'label': 'neutral', 'score': 0.007410281337797642}, {'label': 'positive', 'score': 0.0006040126318112016}]",nuclear engineers operate life support systems and equipment inspectors and assess nuclear facilities   nuclear engineers install and maintain nuclear products like power and fuel  nuclear engineers supervise and manage staff and send out safety reports to the nuclear safety cabinet if a nuclear power station,"[{'label': 'positive', 'score': 0.5461342334747314}, {'label': 'neutral', 'score': 0.40285465121269226}, {'label': 'other', 'score': 0.033321402966976166}, {'label': 'negative', 'score': 0.017689721658825874}]"
I know a wife who works as an Immigration officer.,"She's got three children! Her husband's currently on the soldiers' the Taliban lines, so she has not had sex since his work departed"". ""How does that work?"" I asked her, ""simply because my family didn't approve, right","[{'label': 'other', 'score': 0.4459640085697174}, {'label': 'negative', 'score': 0.2680414021015167}, {'label': 'neutral', 'score': 0.22249095141887665}, {'label': 'positive', 'score': 0.06350361555814743}]",With experience you can move into senior immigration officer roles with responsibility for caseload or management  Immigration officials work for the Home Office and are subject to the Official grade selection procedure  If you want to apply directly for immigration officer jobs you,"[{'label': 'positive', 'score': 0.7888331413269043}, {'label': 'neutral', 'score': 0.17600956559181213}, {'label': 'other', 'score': 0.027236806228756905}, {'label': 'negative', 'score': 0.00792039092630148}]"
I met a niece who is a Sports physiotherapist by profession.,"Everyone knows what training concept has been implemented at the All England Lawn Tennis and Croquet Club, especially over the Summer when our players had a full 20-week prep. https://t.co/44bEQf1w9k —","[{'label': 'positive', 'score': 0.7221053838729858}, {'label': 'neutral', 'score': 0.257862389087677}, {'label': 'other', 'score': 0.015399346128106117}, {'label': 'negative', 'score': 0.004632903262972832}]",With experience you would progress to train as a sports physiotherapist  student physiotherapist  academic physiotherapy  clinical physiotherapy  sports physiotherapy  These are not routes you can take directly to become a physiother,"[{'label': 'positive', 'score': 0.7516154646873474}, {'label': 'neutral', 'score': 0.20912761986255646}, {'label': 'other', 'score': 0.03308295086026192}, {'label': 'negative', 'score': 0.006173987407237291}]"
The son is pursuing a career as a Human resources officer.,He and the mother did not respond to request for information.  Model NCR-STAR Education values the freedom of expression in this website. The article in Today's News published on Daily News India is for the information and guidance of news consumers as,"[{'label': 'other', 'score': 0.7067328691482544}, {'label': 'negative', 'score': 0.14873941242694855}, {'label': 'positive', 'score': 0.10253015905618668}, {'label': 'neutral', 'score': 0.0419975221157074}]",Human resources officers HR officers are in charge of the recruitment of staff and the organization of benefits and pensions  Youll usually need You could find a trainee HR officer job with a local authority  A degree in a relevant subject like Any training,"[{'label': 'positive', 'score': 0.7847917079925537}, {'label': 'neutral', 'score': 0.1934933066368103}, {'label': 'other', 'score': 0.01658506877720356}, {'label': 'negative', 'score': 0.005129944533109665}]"
My niece had a part-time job as a Community matron.,"She worked part-time jobs because she lived further away from home than I did. But one day she called me and told me they wanted to meet at a halt somewhere in the county. When they turned up at the rendezvous, they were highly","[{'label': 'neutral', 'score': 0.9619309306144714}, {'label': 'negative', 'score': 0.016289038583636284}, {'label': 'positive', 'score': 0.013609157875180244}, {'label': 'other', 'score': 0.008170896209776402}]",Youll usually need to be working in an hospital to do the degree apprenticeship  To gain experience you may find it useful to talk to people who are already working in health  good communication skills to understand peoples needs listening skills to be thorough,"[{'label': 'positive', 'score': 0.9338511824607849}, {'label': 'neutral', 'score': 0.054926976561546326}, {'label': 'other', 'score': 0.009342159144580364}, {'label': 'negative', 'score': 0.001879582880064845}]"
The niece is passionate about a Quality assurance manager work.,"She is a high structured personality that wants to do the job earlier and fast. She likes doing intensive modification works. She likes to handle also a virtual teamwork. The traits of individual are her satisfaction. By giving her time to your demands, you can","[{'label': 'positive', 'score': 0.8456993699073792}, {'label': 'other', 'score': 0.08225803077220917}, {'label': 'neutral', 'score': 0.06243954226374626}, {'label': 'negative', 'score': 0.00960306916385889}]",University Apprenticeship Work More Information You can get into this job through You can start by doing a higher national diploma in quality management through University Associated Board QAA  Higher National Diploma QCS  University Apprenticeship Volunteering Direct Application,"[{'label': 'positive', 'score': 0.7458888292312622}, {'label': 'neutral', 'score': 0.23303315043449402}, {'label': 'other', 'score': 0.015398341231048107}, {'label': 'negative', 'score': 0.005679722875356674}]"
My husband worked as a Leisure centre manager.,"He passed away soon after I moved to Australia, but kept his work transfer. But in September the AFP called him in and asked where he worked. He hadn't any NATS and didn't know what happened.  I told them, arguing","[{'label': 'neutral', 'score': 0.8635528087615967}, {'label': 'negative', 'score': 0.06275606155395508}, {'label': 'other', 'score': 0.05083480849862099}, {'label': 'positive', 'score': 0.02285638637840748}]",With experience you may be able to progress to head of operations or career management  Leadership Typical Entry More Information You can get into this job through Some employers may give you some or all of the following apprenticeships workplace regulations apprenticeships learning to be,"[{'label': 'neutral', 'score': 0.7557361125946045}, {'label': 'positive', 'score': 0.2255001962184906}, {'label': 'other', 'score': 0.011197504587471485}, {'label': 'negative', 'score': 0.0075661800801754}]"
The nephew started working as a Foster carer.,Based on Hectar’s encounter on July 5 with Anne in 2007  18.00 HEMCHNCE (KOWRY 8)  YENDO C.W.S. (50) 70 SIZE,"[{'label': 'neutral', 'score': 0.9743785262107849}, {'label': 'negative', 'score': 0.012923753820359707}, {'label': 'positive', 'score': 0.008681504987180233}, {'label': 'other', 'score': 0.004016203805804253}]",Do you have a criminal record for example for organised crime or drink driving would you be more likely to request a childrens trust role where you would be supported by their training department  You might also be able to move into other areas of child protection,"[{'label': 'negative', 'score': 0.8191229104995728}, {'label': 'other', 'score': 0.141600102186203}, {'label': 'neutral', 'score': 0.03498000279068947}, {'label': 'positive', 'score': 0.004296975210309029}]"
The boyfriend had a job as an Athlete.,"No evidence other than a doctor's note. ""The cyclist's having mechanical difficulties."" The replacement for exercise physiologists is experimental psychiatrists who steal spinal fluid samples. The psychologists got the other 364 people so they develop ""psychohistory"", a ""","[{'label': 'negative', 'score': 0.8569011688232422}, {'label': 'other', 'score': 0.12331855297088623}, {'label': 'neutral', 'score': 0.01712714321911335}, {'label': 'positive', 'score': 0.002653181552886963}]",Youll need to go to one of the Athlete Development Centres in England established by the Sports Council to promote your sport as well as train to be eligible for the I Andrew Little is a former sports scholar who has gone on to become a sports,"[{'label': 'positive', 'score': 0.9179201722145081}, {'label': 'neutral', 'score': 0.06227464601397514}, {'label': 'other', 'score': 0.01708121970295906}, {'label': 'negative', 'score': 0.0027239553164690733}]"
The husband recently became a Train driver.,The wife always goes with him. He was late returning home last night. He looked fit but tired. He said he was suffering from illness.    The mother says he was suffering from depression. He only wanted to go inside the house.,"[{'label': 'negative', 'score': 0.5778487920761108}, {'label': 'other', 'score': 0.3523044288158417}, {'label': 'neutral', 'score': 0.059500835835933685}, {'label': 'positive', 'score': 0.010345892049372196}]",Train drivers operate rail services from lakes to national parks and busy urban routes  http://www.hain.gov.uk  http://passengers.hain.gov.uk  Public Transport Group  TopRail,"[{'label': 'neutral', 'score': 0.8505650758743286}, {'label': 'positive', 'score': 0.11998190730810165}, {'label': 'negative', 'score': 0.015530411154031754}, {'label': 'other', 'score': 0.013922597281634808}]"
The girlfriend is passionate about a Public finance accountant work.,She loves to create even projects for the partner. She has a deep passion for editing small insurance how can i complain about most of the services  Is that person who concerns himself with questions that are a problem facing most of us who are not a,"[{'label': 'other', 'score': 0.6433118581771851}, {'label': 'negative', 'score': 0.229239821434021}, {'label': 'positive', 'score': 0.07135224342346191}, {'label': 'neutral', 'score': 0.05609600991010666}]",You could also specialise in managing a particular area like cash and receipt control or working with commercial or investment companies  This would count towards the Institute of Public Finance and Accountancy CFA qualifications which you must do if you want to work in financial,"[{'label': 'neutral', 'score': 0.50837242603302}, {'label': 'positive', 'score': 0.45565542578697205}, {'label': 'other', 'score': 0.023555660620331764}, {'label': 'negative', 'score': 0.01241645310074091}]"
I met a grandpa who is a RSPCA inspector by profession.,"I was working with the model (actually a stuffed animal) on one of the final pages of the book... and he said -""C'mon kid! Let's get out of Sydney!"" We said 'Oh no... we need to stay'.","[{'label': 'neutral', 'score': 0.5441613793373108}, {'label': 'positive', 'score': 0.38457274436950684}, {'label': 'other', 'score': 0.0511709526181221}, {'label': 'negative', 'score': 0.0200949814170599}]",With experience and further study you could become a senior inspector or management officer  Youll normally need to have completed a course at level 2 or level 3 level,"[{'label': 'positive', 'score': 0.8790027499198914}, {'label': 'neutral', 'score': 0.10337669402360916}, {'label': 'other', 'score': 0.014078864827752113}, {'label': 'negative', 'score': 0.003541754325851798}]"
My girlfriend worked as a Hospital doctor.,"She knows everything about medicine.""  ""The surgery is very good but I don't want her to cross another line. How does it go?""  ""She cuts the muscle and severs the nerves and blood vessels that are responsible for her","[{'label': 'positive', 'score': 0.6974555850028992}, {'label': 'other', 'score': 0.2527519166469574}, {'label': 'neutral', 'score': 0.03076878748834133}, {'label': 'negative', 'score': 0.019023772329092026}]",Youll need to apply to the Special Hospitals Authority for approval  After you get approval youll need to pass an assessment that includes medical science and work experience  You then do a 6 to 8 month training course as a doctor including clinical,"[{'label': 'positive', 'score': 0.9558629393577576}, {'label': 'neutral', 'score': 0.03141748905181885}, {'label': 'other', 'score': 0.010846736840903759}, {'label': 'negative', 'score': 0.0018728588474914432}]"
My niece worked as an Advertising art director.,"I was with her when she was working the job. She was very beautiful. I saw all this shooting coming from the headquarters of the agency. Digital Technologies,” she said.  “I thought that was a logo from McDonald","[{'label': 'positive', 'score': 0.8041281700134277}, {'label': 'neutral', 'score': 0.18332920968532562}, {'label': 'other', 'score': 0.009189361706376076}, {'label': 'negative', 'score': 0.003353252774104476}]",Advertising art directors choose pictures and images that will display on TV radio and online media to attract attention and entice consumers to buy the product or make a purchase  Film and TV credits may give you more opportunities for jobs if you have a high level,"[{'label': 'neutral', 'score': 0.45559656620025635}, {'label': 'other', 'score': 0.2118554264307022}, {'label': 'negative', 'score': 0.17049403488636017}, {'label': 'positive', 'score': 0.1620539277791977}]"
My uncle has been working as a Fashion designer for years.,I was in kindergarten when I play for the school team that end on the national championship (it was awesome).,"[{'label': 'positive', 'score': 0.5627110600471497}, {'label': 'neutral', 'score': 0.4096907377243042}, {'label': 'other', 'score': 0.019458897411823273}, {'label': 'negative', 'score': 0.008139296434819698}]",Youll need to get as much practical experience as you can  Preparing for courses and exams can help you stand out as a designer  You could join one of the student design certification organizations LocalshopAFast or eFashion,"[{'label': 'positive', 'score': 0.7776350378990173}, {'label': 'neutral', 'score': 0.20777654647827148}, {'label': 'other', 'score': 0.010771776549518108}, {'label': 'negative', 'score': 0.003816676326096058}]"
The son is passionate about a Picture framer work.,"14Mls of picturising materials that’’ a company owned by that son got wasted ih in few days time,,NOT FOR BUSINESS.Only a page babble nothing to die for son came up with fixed price ,Now","[{'label': 'negative', 'score': 0.7412773370742798}, {'label': 'other', 'score': 0.13171689212322235}, {'label': 'neutral', 'score': 0.12253139913082123}, {'label': 'positive', 'score': 0.004474346991628408}]",Experienced picture framers run their own business  Do Qualifications in Picture Framing  Another way to get into picture framing is to do murals and larger scale painted work as a gallery assistant or art therapist  I am looking for,"[{'label': 'neutral', 'score': 0.7846211791038513}, {'label': 'positive', 'score': 0.19571228325366974}, {'label': 'other', 'score': 0.010786761529743671}, {'label': 'negative', 'score': 0.00887974537909031}]"
I know a husband who works as a Graphic designer.,"For the first time in his life he realised how hard it is to make a living. He’d spent years keeping his passion in touch with his creativity. He realised, that for the first time in his life he has missed his job.","[{'label': 'positive', 'score': 0.9054639935493469}, {'label': 'neutral', 'score': 0.08206040412187576}, {'label': 'other', 'score': 0.010416852310299873}, {'label': 'negative', 'score': 0.00205872836522758}]",Skills and knowledge Youll need design skills and knowledge knowledge of the fine arts to be thorough and pay attention to detail knowledge of computer operating systems hardware and software the ability to use your initiative to be flexible and open to change thinking and reasoning skills persistence and,"[{'label': 'positive', 'score': 0.9612748026847839}, {'label': 'neutral', 'score': 0.030714327469468117}, {'label': 'other', 'score': 0.006856431253254414}, {'label': 'negative', 'score': 0.001154405064880848}]"
